iter	Logloss
0	0.5227213624
1	0.3939327483
2	0.2567734808
3	0.1967466928
4	0.1296480881
5	0.08477042883
6	0.05781321559
7	0.04075984384
8	0.02881671596
9	0.02085906129
10	0.01551122175
11	0.0117515434
12	0.009125718031
13	0.007253908594
14	0.005902471561
15	0.004942421578
16	0.004190099673
17	0.003667426982
18	0.00339351336
19	0.003022065398
20	0.002692126184
21	0.002486431705
22	0.002285387074
23	0.002099141143
24	0.002025145594
25	0.001956338923
26	0.001886926504
27	0.001783470976
28	0.001712207958
29	0.001668681058
30	0.001600838188
31	0.001579212126
32	0.001525734525
33	0.001518701085
34	0.001494352502
35	0.001452462422
36	0.001433245258
37	0.001409038611
38	0.001389550534
39	0.001355311623
40	0.001335319785
41	0.001317884535
42	0.001310145482
43	0.001288162665
44	0.001275153654
45	0.001255841053
46	0.001234891638
47	0.001221236236
48	0.001203514414
49	0.001198471415
50	0.001191862604
51	0.001176290258
52	0.001167892227
53	0.001155749493
54	0.001147207516
55	0.001143732849
56	0.001129608089
57	0.001120127678
58	0.001109992593
59	0.001099904887
60	0.001098372828
61	0.001082599723
62	0.001078680769
63	0.001078654405
64	0.001072702883
65	0.001056083982
66	0.001050284958
67	0.001045687235
68	0.001038517553
69	0.001030095795
70	0.001026905474
71	0.001023382114
72	0.001021692391
73	0.001011577945
74	0.001002622482
75	0.0009944516145
76	0.0009933459692
77	0.0009895108231
78	0.0009753043222
79	0.0009633119614
80	0.0009612598952
81	0.0009568992604
82	0.0009502761284
83	0.0009473611383
84	0.0009425933695
85	0.0009379878988
86	0.0009295519384
87	0.000915111742
88	0.000911211999
89	0.0009081613814
90	0.0009070722974
91	0.0008996371147
92	0.0008945662924
93	0.0008917441207
94	0.000891731592
95	0.0008823521355
96	0.0008773781304
97	0.0008688154512
98	0.0008619706972
99	0.0008542154856
100	0.0008514480496
101	0.0008443908788
102	0.000840982004
103	0.0008388095579
104	0.0008367929098
105	0.0008328844119
106	0.0008287857544
107	0.0008250012133
108	0.0008209412025
109	0.0008163613691
110	0.0008139120368
111	0.0008083314477
112	0.0008009182142
113	0.0007954820247
114	0.0007865612015
115	0.0007818025696
116	0.0007797580566
117	0.0007748175
118	0.0007714223555
119	0.0007660360751
120	0.0007607258712
121	0.0007567818769
122	0.0007484263346
123	0.0007476091382
124	0.0007380446945
125	0.0007341675776
126	0.0007289494039
127	0.0007263456698
128	0.0007248080445
129	0.0007188697048
130	0.0007150145751
131	0.0007132551419
132	0.0007023104114
133	0.0007006950466
134	0.0006959766887
135	0.0006908427114
136	0.0006889354403
137	0.0006866306024
138	0.0006865445554
139	0.0006844148495
140	0.0006785725958
141	0.0006732546824
142	0.0006646868364
143	0.0006618384061
144	0.000658947887
145	0.0006521434275
146	0.0006485491502
147	0.0006434774866
148	0.0006415220358
149	0.000640558044
150	0.0006389726928
151	0.0006352633711
152	0.0006319098457
153	0.0006304482854
154	0.0006267635862
155	0.0006233390744
156	0.0006176762367
157	0.0006156172288
158	0.0006118742214
159	0.0006103959772
160	0.0006071193945
161	0.0006046107832
162	0.0006026510726
163	0.0005993563465
164	0.0005986911374
165	0.0005978298083
166	0.0005947387607
167	0.0005937782395
168	0.0005878934078
169	0.0005827654974
170	0.0005804962508
171	0.0005794368166
172	0.0005754047825
173	0.0005717394759
174	0.000569434436
175	0.0005684386859
176	0.0005658886747
177	0.0005634581517
178	0.0005617248516
179	0.0005596376846
180	0.0005576119442
181	0.0005548487628
